DESC_PROVEEDOR,LLAVE_PRODUCTO,COD_PRODUCTO,DESCRIPCION_PRODUCTO,GRUPO,DIVISION,LINEA,SUBLINEA,CATEGORIA,SUBCATEGORIA,FAMILIA,FECHA_CREACION,FECHA_MODIFICACION,DW_HASH,ID_GRUPO,ID_DIVISION,ID_LINEA,ID_SUBLINEA,ID_CATEGORIA,ID_SUBCATEGORIA,ID_FAMILIA,ID_PROVEEDOR,PRODUCTO_CORBETA
AUTOPLAST INDUSTRIA AUTOMOTRIZ LIMITADA,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
AVANTEL SAS,93,93,93,93,93,93,93,93,0,0,93,93,93,93,93,93,93,93,0,0,93,93
AVE COLOMBIANA SAS,416,416,416,416,416,416,416,416,0,0,416,416,416,416,416,416,416,416,0,0,416,416
AVERY DENNISON RETAIL INFO SERV COLOM SA,12,12,12,12,12,12,12,12,0,0,12,12,12,12,12,12,12,12,0,0,12,12
AVES GENERICO,37,37,37,37,37,37,37,37,0,0,37,37,37,37,37,37,37,37,0,0,37,37
AVICOLA EL MADROO S.A.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
AVIIX GROUP SAS,9,9,9,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,0,0,9,9
AVNET TECHNOLOGY SOLUTIONS Latin Americ,7,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,0,0,7,7
AVR VALVES PVT. LTD,43,43,43,43,43,43,43,43,0,0,43,43,43,43,43,43,43,43,0,0,43,43
AVS SPINNING NV,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
AXEDE S.A,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
AXITY COLOMBIA SOCIEDAD POR ACCIONES SIM,31,31,31,31,31,31,31,31,0,0,31,31,31,31,31,31,31,31,0,0,31,31
AYTEX DOTACIONES LTDA,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
AZUL K  S.A.,156,156,156,156,156,156,156,156,0,0,47,156,156,156,156,156,156,156,0,0,156,156
Abacer Y O  Pedro SanMiguel E.U.,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
Abastecedora de Gruas Abad S.A.S.,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,5,5,0,0,5,5
Accento Libros y Accesorios Ltda.,43,43,43,43,43,43,43,43,0,0,43,43,43,43,43,43,43,43,0,0,43,43
Accesorios Intelig. Digital Latino S.A.S,85,85,85,85,85,85,85,85,0,0,85,85,85,85,85,85,85,85,0,0,85,85
Accesorios y Acabados S.A.S.,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
Acemcargo Internacional Ltda.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Acerca Ltda.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Acero Estructural de Colombia S.A.S.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Achira Calentana Celio EU,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Acoples de Colombia LTDA,7,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,0,0,7,7
Acosta Castaneda Guillermo Leon,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Acosta Murcia Jairo Alfonso,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Acrilinea Ltda.,27,27,27,27,27,27,27,27,0,0,27,27,27,27,27,27,27,27,0,0,27,27
Activos S.A,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Activos Tecnologia Empresarial S.A.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Adecco Colombia S.A.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Adel Corp,38,38,38,38,38,38,38,38,0,0,38,38,38,38,38,38,38,38,0,0,38,38
Adm Nova S.A.,87,87,87,87,87,87,87,87,0,0,87,87,87,87,87,87,87,87,0,0,87,87
Administraci?n de Recursos y Oportu S.A.,31,31,31,31,31,31,31,31,0,0,31,31,31,31,31,31,31,31,0,0,31,31
Administracin de Recursos y Oportu S.A.,138,138,138,138,138,138,138,138,0,0,138,138,138,138,138,138,138,138,0,0,138,138
Adriana Arenas Ilian,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Adrissa S.A.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Advanced Factories S.A,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Aerovias del Continente Americano SA,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Agencia Alemana De Colombia S.A.S.,47,47,47,47,47,47,47,47,0,0,47,47,47,47,47,47,47,47,0,0,47,47
Agencia Cauchosol del Centro S.A.S.,1154,1154,1154,1154,1154,1154,1154,1154,0,0,1154,1154,1154,1154,1154,1154,1154,1154,0,0,1154,1154
Agencia de Aduanas Mariano Roldan SA N1,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
Agencia de Viajes y Turismo Global Blue,6,6,6,6,6,6,6,6,0,0,6,6,6,6,6,6,6,6,0,0,6,6
Agrcola del Campo S.A,6,6,6,6,6,6,6,6,0,0,6,6,6,6,6,6,6,6,0,0,6,6
Agrisa S.A.S,42,42,42,42,42,42,42,42,0,0,42,42,42,42,42,42,42,42,0,0,42,42
Agrobel S.A.S.,9,9,9,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,0,0,9,9
Agrogestion XXI S.A.,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
Agroindustrial Molino Sonora A.P. S.A.S,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Agroindustrias S.H.M Shell Molding Ltda,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
Agropecuaria Aliar S.A.,48,48,48,48,48,48,48,48,0,0,48,48,48,48,48,48,48,48,0,0,48,48
Agropecuaria Latinoamericana S.A.,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
Agropecuaria el Nilo S.A.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Agropiave S.A.S.,24,24,24,24,24,24,24,24,0,0,24,24,24,24,24,24,24,24,0,0,24,24
Agroprocecol Ltda,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Agrotrans del Oriente S.A,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Agrotunez S.A.,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,5,5,0,0,5,5
Agudelo Bedoya Jairo de Jesus,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Aguilar Galvis Cleotilde,36,36,36,36,36,36,36,36,0,0,36,36,36,36,36,36,36,36,0,0,36,36
Aguilar Tobon Juan Camilo,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Aguirre Sanchez Ivonne Andrelly,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Aiwa Latinoamericana S.A. Aiwa Colombia,128,128,128,128,128,128,128,128,0,0,128,128,128,128,128,128,128,128,0,0,128,128
Alambres y Mallas S.A.,26,26,26,26,26,26,26,26,0,0,26,26,26,26,26,26,26,26,0,0,26,26
Alarcon Villamil Federico,6,6,6,6,6,6,6,6,0,0,6,6,6,6,6,6,6,6,0,0,6,6
Alari S.A.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Alarmar Ltda Cali,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
Alberto Cadavid R. & Ca S.A.,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,5,5,0,0,5,5
Alcala De Alimentos S.A.S.,15,15,15,15,15,15,15,15,0,0,15,15,15,15,15,15,15,15,0,0,15,15
Alejandro Cadavid Giraldo,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Alejandro Faccini y Cia Ltda.,12,12,12,12,12,12,12,12,0,0,12,12,12,12,12,12,12,12,0,0,12,12
Alejandro Prieto Ruiz,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Alemania Fumigaciones y Extintores SAS,7,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,0,0,7,7
Alfa y Omega sistemas y Servicios Ltda.,15,15,15,15,15,15,15,15,0,0,15,15,15,15,15,15,15,15,0,0,15,15
Alfonso Lpez Cuzba,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Algamar S.A.,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
Algarra S.A.,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Algeciras SA,21,21,21,21,21,21,21,21,0,0,21,21,21,21,21,21,21,21,0,0,21,21
Aliados Salud Ocupacional Ltda,12,12,12,12,12,12,12,12,0,0,12,12,12,12,12,12,12,12,0,0,12,12
Alianza Cafe Nario S.A.S.,6,6,6,6,6,6,6,6,0,0,6,6,6,6,6,6,6,6,0,0,6,6
Alianza Fiduciaria S.A.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Alianza Hortofruticola del Sur S.A.S.,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
Alianza Inmobiliaria S.A,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Alianzas y o Industrias Alta Pureza S.A.,182,182,182,182,182,182,182,182,0,0,182,182,182,182,182,182,182,182,0,0,182,182
Alico S.A.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Alicorp Colombia S.A.,92,92,92,92,92,92,92,92,0,0,92,92,92,92,92,92,92,92,0,0,92,92
Aliflex Ltda.,7,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,0,0,7,7
Alimentos Bonfiglio Ltda.,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Alimentos Carnicos S.A.S.,1220,1220,1220,1220,1220,1220,1220,1220,0,0,1220,1220,1220,1220,1220,1220,1220,1220,0,0,1220,1220
Alimentos Congelados del Mar S.A.,16,16,16,16,16,16,16,16,0,0,16,16,16,16,16,16,16,16,0,0,16,16
Alimentos Congelisto S.A.,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Alimentos Copelia S.A.,24,24,24,24,24,24,24,24,0,0,24,24,24,24,24,24,24,24,0,0,24,24
Alimentos Del Valle S.A.,86,86,86,86,86,86,86,86,0,0,86,86,86,86,86,86,86,86,0,0,86,86
Alimentos Don Magolo S.A.,29,29,29,29,29,29,29,29,0,0,29,29,29,29,29,29,29,29,0,0,29,29
Alimentos Heinz C.A.,96,96,96,96,96,96,96,96,0,0,96,96,96,96,96,96,96,96,0,0,96,96
Alimentos Lla Polar,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Alimentos Napoli S.A.S.,152,152,152,152,152,152,152,152,0,0,152,152,152,152,152,152,152,152,0,0,152,152
Alimentos Naranja Verde Ltda.,7,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,0,0,7,7
Alimentos Naturales de Colombia Ltda,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
Alimentos Polar Colombia S.A.S.,308,308,308,308,308,308,308,308,0,0,308,308,308,308,308,308,308,308,0,0,308,308
Alimentos Toning S.A,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99
Alimentos del Llano S.A.,6,6,6,6,6,6,6,6,0,0,6,6,6,6,6,6,6,6,0,0,6,6
All Plus Computer System Corp,13,13,13,13,13,13,13,13,0,0,13,13,13,13,13,13,13,13,0,0,13,13
Alm.Gles de Depsito Almaviva S.A,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Almacen Motocampo S.A.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Almacen Ramo Electricos S.A.S.,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Almacenes Gener. de Deposito de Cafe S.A,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Almacenes HJ S.A.,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Almacenes Internacionales Bogot N 1 Lt,14,14,14,14,14,14,14,14,0,0,14,14,14,14,14,14,14,14,0,0,14,14
Almacenes J.J S.A,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
Almacenes J.R. Ltda.,21,21,21,21,21,21,21,21,0,0,21,21,21,21,21,21,21,21,0,0,21,21
Almacenes Maximo S.A.,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
Almacenes e Industrias Roca S.A.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Almacn General de Depsitos  S.A,9,9,9,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,0,0,9,9
Alphaflex Ltda,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Alpina Productos Alimenticios S.A,1133,1133,1133,1133,1133,1133,1133,1133,0,0,1126,1133,1133,1133,1133,1133,1133,1133,0,0,1133,1133
Alpine Electronics Of America. Inc.,9,9,9,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,0,0,9,9
Alta Productividad Suministros dePer SAS,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Altalene S.A.,9,9,9,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,0,0,9,9
Altamar Ltda,17,17,17,17,17,17,17,17,0,0,17,17,17,17,17,17,17,17,0,0,17,17
Altapack Ltda.,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,5,5,0,0,5,5
Aluminio Nacional S.A.,129,129,129,129,129,129,129,129,0,0,129,129,129,129,129,129,129,129,0,0,129,129
Aluminio Reynolds Santo Domingo S.A.,8,8,8,8,8,8,8,8,0,0,8,8,8,8,8,8,8,8,0,0,8,8
Aluminios Tecnicos Mofles Col. SAS,27,27,27,27,27,27,27,27,0,0,27,27,27,27,27,27,27,27,0,0,27,27
Alvarez Castrillon Jaime Alberto,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
Alvarez Herrera Ramon Elias,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,5,5,0,0,5,5
Ambiente Empresarial E.U.,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
American Expressions Ltda,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
American International co Ltda.,10,10,10,10,10,10,10,10,0,0,10,10,10,10,10,10,10,10,0,0,10,10
Americana de Bebidas S.A.,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,5,5,0,0,5,5
Amerquip S.A.,6,6,6,6,6,6,6,6,0,0,6,6,6,6,6,6,6,6,0,0,6,6
Amrican Friction Lube S.A.,8,8,8,8,8,8,8,8,0,0,8,8,8,8,8,8,8,8,0,0,8,8
Ana Cristina Gaviria,9,9,9,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,0,0,9,9
Ana Isabel Enriquez Ordoez,8,8,8,8,8,8,8,8,0,0,8,8,8,8,8,8,8,8,0,0,8,8
Ana Lucia Gomez Serna,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Ancla y Viento S.A.S,72,72,72,72,72,72,72,72,0,0,72,72,72,72,72,72,72,72,0,0,72,72
Andes Co. Ltda.,47,47,47,47,47,47,47,47,0,0,47,47,47,47,47,47,47,47,0,0,47,47
Andimallas y Andimetales S.A.,17,17,17,17,17,17,17,17,0,0,17,17,17,17,17,17,17,17,0,0,17,17
Andina de Conservas Ltda.,20,20,20,20,20,20,20,20,0,0,20,20,20,20,20,20,20,20,0,0,20,20
Andres Camacho Cortes E.U.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Angeles Textil Ltda.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Anibal Arias Giraldo,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Antardico S.A.,38,38,38,38,38,38,38,38,0,0,38,38,38,38,38,38,38,38,0,0,38,38
Antioquea de Negocios S.A.,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
Antioquea de Porcinos S.A.S.,17,17,17,17,17,17,17,17,0,0,17,17,17,17,17,17,17,17,0,0,17,17
Antioquena de Rodamientos S.A.S.,28,28,28,28,28,28,28,28,0,0,28,28,28,28,28,28,28,28,0,0,28,28
Anvamar S.A.S.,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Anywaer,24,24,24,24,24,24,24,24,0,0,24,24,24,24,24,24,24,24,0,0,24,24
Aoxing Weaving & Garments Co.Ltd Quanzho,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Aparell Wear S.A.,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
Aparta Suite Torre Iglesia Poblado S.A,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Apex Computer Technology,16,16,16,16,16,16,16,16,0,0,16,16,16,16,16,16,16,16,0,0,16,16
Apiarios El Pinar Ltda.,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
Aplicaciones Int de Tecnologia Ltda,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Apotema S.A.S,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Apple Inc,43,43,43,43,43,43,43,43,0,0,43,43,43,43,43,43,43,43,0,0,43,43
Applica de Colombia Ltda.,158,158,158,158,158,158,158,158,0,0,158,158,158,158,158,158,158,158,0,0,158,158
Arbar S.A.,14,14,14,14,14,14,14,14,0,0,14,14,14,14,14,14,14,14,0,0,14,14
Arboleda Lopez Juan Diego,8,8,8,8,8,8,8,8,0,0,8,8,8,8,8,8,8,8,0,0,8,8
Arcaplas Ltda,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Arce Suarez Nazly Elvira,19,19,19,19,19,19,19,19,0,0,19,19,19,19,19,19,19,19,0,0,19,19
Arciniegas Herrera Carlos Hector,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,5,5,0,0,5,5
Arcos Guerrero Maria Fernanda,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Ardila Manuel Antonio,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,5,5,0,0,5,5
Arenas Ortiz Didier Fernando,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Arepas Doa Paisa de Colombia S.A.,11,11,11,11,11,11,11,11,0,0,11,11,11,11,11,11,11,11,0,0,11,11
Argos Colombia Ltda.,80,80,80,80,80,80,80,80,0,0,80,80,80,80,80,80,80,80,0,0,80,80
Arias Chica Edgar Alberto,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Aristizabal Marin Alberto,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Arka Cosmetics S.A.,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,5,5,0,0,5,5
Arquitectura y Concreto S.A.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Arrocera Boluga Ltda.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Arroyo Erazo Cesar Gregorio,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Arroz San Rafael S.A.,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
Artculos del Hogar S.A.,41,41,41,41,41,41,41,41,0,0,41,41,41,41,41,41,41,41,0,0,41,41
Arte Gerencial S.A.,110,110,110,110,110,110,110,110,0,0,110,110,110,110,110,110,110,110,0,0,110,110
Arteacril Ltda,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Arteaga Portilla Julio Olmedo,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Artecma Ltda.,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Arteikos S.A.S.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Arvato Digital Services Colombia LTDA,14,14,14,14,14,14,14,14,0,0,14,14,14,14,14,14,14,14,0,0,14,14
Ascender S.A.,89,89,89,89,89,89,89,89,0,0,89,89,89,89,89,89,89,89,0,0,89,89
Ascensores Andino S.A.S.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Aseos Ideales Ltda.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Aser Campo Limitada,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,5,5,0,0,5,5
Aser Empresa Ltda.,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Aserrin Ltda,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Asia Colombia S.A.,215,215,215,215,215,215,215,215,0,0,215,215,215,215,215,215,215,215,0,0,215,215
Asian Entertainment Inc,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,5,5,0,0,5,5
Asiextintores Ltda.,11,11,11,11,11,11,11,11,0,0,11,11,11,11,11,11,11,11,0,0,11,11
Asoc. Tecnica Ccial e Industrial S.A.,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
Asoc. de Prod. Hortifruticolas de Nario,8,8,8,8,8,8,8,8,0,0,8,8,8,8,8,8,8,8,0,0,8,8
Asociacion Agroind. Manos Emprendedoras,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
Asociacion Bancaria Y De Entidades Finan,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Asociacion Mutual Nutricion Progreso a C,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
Asociacion Nal de Empresarios deColombia,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
Asociacion Progresar Pereira,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Asollanos Ltda,9,9,9,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,0,0,9,9
Astro Maquinaria Ltda.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Astromotos S.A.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Asus Computer International,186,186,186,186,186,186,186,186,0,0,186,186,186,186,186,186,186,186,0,0,186,186
Atehortua Granda Walter,7,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,0,0,7,7
Athletic Ind. De Eq.De Fisioterapia LTDA,15,15,15,15,15,15,15,15,0,0,15,15,15,15,15,15,15,15,0,0,15,15
Athletic de Colombia S.A.S.,582,582,582,582,582,582,582,582,0,0,582,582,582,582,582,582,582,582,0,0,582,582
Atlas Computadores E.U.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Atlas Export-Import INC.,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Atmopel  S.A,108,108,108,108,108,108,108,108,0,0,108,108,108,108,108,108,108,108,0,0,108,108
Audio Products Internacional Corp.,17,17,17,17,17,17,17,17,0,0,17,17,17,17,17,17,17,17,0,0,17,17
Aurora (BVI) Investment LTDA,7,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,0,0,7,7
Aurora Dimate Rozo,19,19,19,19,19,19,19,19,0,0,19,19,19,19,19,19,19,19,0,0,19,19
Auros Copias S.A.,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,5,5,0,0,5,5
Autech Limitada,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Auto Palacio S.A.,751,751,751,751,751,751,751,751,0,0,751,751,751,751,751,751,751,751,0,0,751,751
Auto Sues Limitada.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Autoelectricos S&S  SA,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Autofax S.A.,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
Autoglass Bogota Ltda,14,14,14,14,14,14,14,14,0,0,14,14,14,14,14,14,14,14,0,0,14,14
Autoglass Importaciones Ltda,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Autollantas Nutibara S.A,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
Automontacargas Del Caribe Ltda,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Autopartes Icra Iposi Inoki LTDA,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Autopinturas Ravelo y Cia LTDA,7,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,0,0,7,7
Autotcnica Colombiana S.A.,16,16,16,16,16,16,16,16,0,0,16,16,16,16,16,16,16,16,0,0,16,16
Autotools Ltda,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Avant Plast S.A.,19,19,19,19,19,19,19,19,0,0,19,19,19,19,19,19,19,19,0,0,19,19
Avantex E.U.,41,41,41,41,41,41,41,41,0,0,41,41,41,41,41,41,41,41,0,0,41,41
Avcola Villa Francy Ltda.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Avena La Concepcion Ltda.,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Avidesa Mac Pollo S.A.,16,16,16,16,16,16,16,16,0,0,16,16,16,16,16,16,16,16,0,0,16,16
Avidesa de Occidente S.A.,56,56,56,56,56,56,56,56,0,0,56,56,56,56,56,56,56,56,0,0,56,56
Avila Rodriguez Maryory,97,97,97,97,97,97,97,97,0,0,97,97,97,97,97,97,97,97,0,0,97,97
Axioma Comunicaciones Ltda.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Axo Representaciones Ltda.,36,36,36,36,36,36,36,36,0,0,36,36,36,36,36,36,36,36,0,0,36,36
Azul K,2,2,2,2,2,2,2,2,0,0,1,2,2,2,2,2,2,2,0,0,2,2
