DESC_PROVEEDOR,LLAVE_PRODUCTO,COD_PRODUCTO,DESCRIPCION_PRODUCTO,GRUPO,DIVISION,LINEA,SUBLINEA,CATEGORIA,SUBCATEGORIA,FAMILIA,FECHA_CREACION,FECHA_MODIFICACION,DW_HASH,ID_GRUPO,ID_DIVISION,ID_LINEA,ID_SUBLINEA,ID_CATEGORIA,ID_SUBCATEGORIA,ID_FAMILIA,ID_PROVEEDOR,PRODUCTO_CORBETA
Reytex Ltda.,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Riao Solano Jose Guillermo,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Ricos y Deliciosos S.A.,86,86,86,86,86,86,86,86,0,0,86,86,86,86,86,86,86,86,0,0,86,86
Rincon Aguilar y Cia S.A.S.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Rincon Suarez Luis Uriel,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Riopaila Castilla S.A.,29,29,29,29,29,29,29,29,0,0,29,29,29,29,29,29,29,29,0,0,29,29
Rival de Mexico S.A. de C.V.,11,11,11,11,11,11,11,11,0,0,11,11,11,11,11,11,11,11,0,0,11,11
Rivaldo Romero Carmen Claret,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,5,5,0,0,5,5
Rivas Quintero Francisco Antonio,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
Robert Bosch Ltda,129,129,129,129,129,129,129,129,0,0,129,129,129,129,129,129,129,129,0,0,129,129
Robotec Colombia S.A.S.,22,22,22,22,22,22,22,22,0,0,22,22,22,22,22,22,22,22,0,0,22,22
Rocic EU,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
Rodando  SAS,42,42,42,42,42,42,42,42,0,0,42,42,42,42,42,42,42,42,0,0,42,42
Rodas y Puerto S.A.S.,15,15,15,15,15,15,15,15,0,0,15,15,15,15,15,15,15,15,0,0,15,15
Rodillos y Mangueras S.A.S.,19,19,19,19,19,19,19,19,0,0,19,19,19,19,19,19,19,19,0,0,19,19
Rodriguez Bruno Camilo,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Rodriguez Muoz Armando,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Rojas Collazos Jaime Orlando,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Rojas Paz Alba Alicia,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Roldn Oliva 1895 S.L.,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Roman Gallego Jorge Octavio,6,6,6,6,6,6,6,6,0,0,6,6,6,6,6,6,6,6,0,0,6,6
Romero Garcia Fabiola,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Romero Rodriguez Yeferson Esneyder,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
Romero Rojas Fabio Hernando,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Ropero Vivas Mario,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Rosero Moncayo German,11,11,11,11,11,11,11,11,0,0,11,11,11,11,11,11,11,11,0,0,11,11
Rovimar Ltda.,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Rubiano Gmez Dositeo,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Rubio Garca Manuel Jos,8,8,8,8,8,8,8,8,0,0,8,8,8,8,8,8,8,8,0,0,8,8
Rueda Bonilla Nidya Haneth,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
Rueda y Rueda Autopartes S.A.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Ruth Fabiola Casanova Fortoul,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
S&M ELECTRONIC SYSTEMS COLOMBIA S.A.S.,21,21,21,21,21,21,21,21,0,0,21,21,21,21,21,21,21,21,0,0,21,21
S.I Seguridad Industrial S.A,59,59,59,59,59,59,59,59,0,0,59,59,59,59,59,59,59,59,0,0,59,59
S.M.A. Mecanizados S.A.S.,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
S.S.P Enterprises,23,23,23,23,23,23,23,23,0,0,23,23,23,23,23,23,23,23,0,0,23,23
SAAFARTEX INTERNACIONAL SAS,240,240,240,240,240,240,240,240,0,0,240,240,240,240,240,240,240,240,0,0,240,240
SABIK ZULUAGA ARCILA,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
SALICA DEL ECUADOR S.A,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
SALIMUSA SPORTS,68,68,68,68,68,68,68,68,0,0,68,68,68,68,68,68,68,68,0,0,68,68
SAMAUTO SPA,30,30,30,30,30,30,30,30,0,0,30,30,30,30,30,30,30,30,0,0,30,30
SAMIPLAS S.A.S.,12,12,12,12,12,12,12,12,0,0,12,12,12,12,12,12,12,12,0,0,12,12
SAMSONITE COLOMBIA SAS,277,277,277,277,277,277,277,277,0,0,277,277,277,277,277,277,277,277,0,0,277,277
SAN GREGORIO SAS,6,6,6,6,6,6,6,6,0,0,6,6,6,6,6,6,6,6,0,0,6,6
SANBO ( ASIA) CXO LTD,12,12,12,12,12,12,12,12,0,0,12,12,12,12,12,12,12,12,0,0,12,12
SANDRA JANETH RINCON SANTANA,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
SANGAM (INDIA) LIMITED,10,10,10,10,10,10,10,10,0,0,10,10,10,10,10,10,10,10,0,0,10,10
SANOFI-AVENTIS DE COLOMBIA S.A,48,48,48,48,48,48,48,48,0,0,45,6,48,48,48,48,48,48,0,0,43,48
SANTA REYES S.A.S.,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
SANYTOL,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1
SANZ SANTACOLOMA PEDRO FELIPE,150,150,150,150,150,150,150,150,0,0,149,1,150,150,150,150,150,150,0,0,150,150
SAPOLIO,19,19,19,19,19,19,19,19,0,0,3,19,19,19,19,19,19,19,0,0,18,19
SARY SAS,13,13,13,13,13,13,13,13,0,0,13,13,13,13,13,13,13,13,0,0,13,13
SAUL ARMANDO PORTILLA ARAUJO,33,33,33,33,33,33,33,33,0,0,33,33,33,33,33,33,33,33,0,0,33,33
SAUTO  ANDINA SAS,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
SC JOHNSON,261,261,261,261,261,261,261,261,0,0,113,256,261,261,261,261,261,261,0,0,259,261
SC JOHNSON & SON COLOMBIANA SA,433,433,433,433,433,433,433,433,0,0,427,433,433,433,433,433,433,433,0,0,433,433
SCANDIC FOOD SP.,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
SCARLAT INDUSTRIAL,50,50,50,50,50,50,50,50,0,0,31,39,50,50,50,50,50,50,0,0,45,50
SCB COMERCIAL SAS,29,29,29,29,29,29,29,29,0,0,29,29,29,29,29,29,29,29,0,0,29,29
SCHOOL CENTER SAS,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
SCHRING PLOUGH,9,9,9,9,9,9,9,9,0,0,3,7,9,9,9,9,9,9,0,0,5,9
SEBASTIAN GIRALDO HOLGUIN,39,39,39,39,39,39,39,39,0,0,39,39,39,39,39,39,39,39,0,0,39,39
SECAP LTDA,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
SECAR INGENIEROS S.A,24,24,24,24,24,24,24,24,0,0,24,24,24,24,24,24,24,24,0,0,24,24
SECURITY MOTOS IMPORT SAS,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
SED INTERNACIONAL DE COLOMBIA SAS,218,218,218,218,218,218,218,218,0,0,218,218,218,218,218,218,218,218,0,0,218,218
SEGUNDO SALVADOR MARTINEZ,11,11,11,11,11,11,11,11,0,0,11,11,11,11,11,11,11,11,0,0,11,11
SEGUROS DE VIDA SURAMERICANA S.A.,10,10,10,10,10,10,10,10,0,0,10,10,10,10,10,10,10,10,0,0,10,10
SEIS + 1 ARQUITECTURA LIVIANA SAS,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
SELECCION EFECTIVA S.A.S.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
SELECTA COMPAIA DE CEREALES S.A.S.,13,13,13,13,13,13,13,13,0,0,13,13,13,13,13,13,13,13,0,0,13,13
SELENA IBERIA SLU,12,12,12,12,12,12,12,12,0,0,12,12,12,12,12,12,12,12,0,0,12,12
SELETTI SAS,28,28,28,28,28,28,28,28,0,0,28,28,28,28,28,28,28,28,0,0,28,28
SELLOPACK  SAS,15,15,15,15,15,15,15,15,0,0,15,15,15,15,15,15,15,15,0,0,15,15
SENIOR,5,5,5,5,5,5,5,5,0,0,5,1,5,5,5,5,5,5,0,0,4,5
SERGIO ALEJANDRO ORDOEZ LOAIZA,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
SERGIO ANDRES BAUTISTA ALARCON,278,278,278,278,278,278,278,278,0,0,278,278,278,278,278,278,278,278,0,0,278,278
SERTA COLOMBIA SAS,15,15,15,15,15,15,15,15,0,0,15,15,15,15,15,15,15,15,0,0,15,15
SERV DE ASIST TECNICA PARA MONTACARG SAS,42,42,42,42,42,42,42,42,0,0,42,42,42,42,42,42,42,42,0,0,42,42
SERVIBARRAS SAS,16,16,16,16,16,16,16,16,0,0,16,16,16,16,16,16,16,16,0,0,16,16
SERVICIOS DE SALUD IPS SURAMERICANA S.A.,14,14,14,14,14,14,14,14,0,0,14,14,14,14,14,14,14,14,0,0,14,14
SERVIPARAMO S.A,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
SERVIPINTARTE S.A.S.,45,45,45,45,45,45,45,45,0,0,45,45,45,45,45,45,45,45,0,0,45,45
SERVIREDES Y DATOS SAS,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
SERVITEMPORE S.A.S,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
SESDERMA,4,4,4,4,4,4,4,4,0,0,4,0,4,4,4,4,4,4,0,0,4,4
SETAS COLOMBIANAS S.A. SETAS S.A.,17,17,17,17,17,17,17,17,0,0,17,17,17,17,17,17,17,17,0,0,17,17
SGS Colombia S.A.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
SHAD,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,5,5,0,0,5,5
SHAMA EXPORTS (PVT) LIMITED,15,15,15,15,15,15,15,15,0,0,15,15,15,15,15,15,15,15,0,0,15,15
SHANDONG INCALCU ELECTRIC VEHICLE CO.,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
SHANDONG LOVOL HEAVY IND INT TRAD CO LTD,103,103,103,103,103,103,103,103,0,0,103,103,103,103,103,103,103,103,0,0,103,103
SHANDONG QINGLI HOME DECOR CO LTD,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
SHANDONG YUNYOUTIANXIA FOREIGN TRADE INT,26,26,26,26,26,26,26,26,0,0,26,26,26,26,26,26,26,26,0,0,26,26
SHANGDONG HENGDA RUBBER CO LTD,8,8,8,8,8,8,8,8,0,0,8,8,8,8,8,8,8,8,0,0,8,8
SHANGDONG HENGDA RUBBER CO.LTD,16,16,16,16,16,16,16,16,0,0,16,16,16,16,16,16,16,16,0,0,16,16
SHANGHAI BOSUN SUPPLY CHAIN MANAGMENT CO,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
SHANGHAI EAST BEST FOREING TRADE CO,42,42,42,42,42,42,42,42,0,0,42,42,42,42,42,42,42,42,0,0,42,42
SHANGHAI FLYCO ELECTRICAL APPLIANCE,23,23,23,23,23,23,23,23,0,0,23,23,23,23,23,23,23,23,0,0,23,23
SHANGHAI KINGDOM IMP &EXP  CO  LTD,8,8,8,8,8,8,8,8,0,0,8,8,8,8,8,8,8,8,0,0,8,8
SHANGHAI ORIENT HOMETEX,14,14,14,14,14,14,14,14,0,0,14,14,14,14,14,14,14,14,0,0,14,14
SHANGHAI SOHO INTERNATIONAL TRADE CO,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
SHANTOU GUANGRUN INDUSTRIAL CO LTD,36,36,36,36,36,36,36,36,0,0,36,36,36,36,36,36,36,36,0,0,36,36
SHANXI  YEEKANG FITNESS PRODUCTS CO LTD,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
SHAOXING CITY PIAOYI KNITTING TEXTILE CO,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
"SHAOXING DUSHUYIZHI TRADE CO.,  LTD.",3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
SHAOXING SUNWOOD IMP AND EXP,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
SHAOXING SUNWOOD IMP AND EXP. CO,18,18,18,18,18,18,18,18,0,0,18,18,18,18,18,18,18,18,0,0,18,18
SHARP ELECTRONICS CORPORATION,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,5,5,0,0,5,5
SHEN-TA CHANG,7,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,0,0,7,7
SHENZHEN CHUANGXINQI COMUNICATION CO LTD,40,40,40,40,40,40,40,40,0,0,40,40,40,40,40,40,40,40,0,0,40,40
SHENZHEN FOUNDER INFORMATION SYSTEM CO.,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
SHENZHEN FUYUAN DIGITAL TECHNOLOGY LTD,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
SHENZHEN SOUTH DIGITAL LIMITED,41,41,41,41,41,41,41,41,0,0,41,41,41,41,41,41,41,41,0,0,41,41
SHENZHEN UNITE INDUSTRIES CO. LTD,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
SHER SA,3832,3832,3832,3832,3832,3832,3832,3832,0,0,3832,3832,3832,3832,3832,3832,3832,3832,0,0,3832,3832
SHIJIAZHU ANG NORTHERN TEXTILE CO LTD,9,9,9,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,0,0,9,9
SHUNDE NATIVE PRODUCE IMPORT AND EXPORT,13,13,13,13,13,13,13,13,0,0,13,13,13,13,13,13,13,13,0,0,13,13
SICARTON LIMITADA,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
SIGMA ALIMENTOS COSTA RICA S.A.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
SIGNA GRAIN S.A.S,141,141,141,141,141,141,141,141,0,0,141,141,141,141,141,141,141,141,0,0,141,141
SILLAS Y ACCESORIOS LTDA,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
SILVIA HELENA GARCIA PATIO,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
SIMBA?A CAIZA JOSE RICARDO,4,4,4,4,4,4,4,4,0,0,4,0,4,4,4,4,4,4,0,0,4,4
SIMONIZ SA,445,445,445,445,445,445,445,445,0,0,445,445,445,445,445,445,445,445,0,0,445,445
SINGER AMERICAS TRADING S/A,88,88,88,88,88,88,88,88,0,0,88,88,88,88,88,88,88,88,0,0,88,88
SIRAJ LTDA,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
SISTEM AVANZA DE ALIMENTACI Y PESAJ LTDA,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
SISTEMAS ELECTRICOS FG S.A.S,13,13,13,13,13,13,13,13,0,0,13,13,13,13,13,13,13,13,0,0,13,13
SISTEMAS LIVIANOS DE CONSTRUCCION SAS,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
SKY S.A.,2,2,2,2,2,2,2,2,0,0,2,0,2,2,2,2,2,2,0,0,2,2
SKYWIRE COMMUNICATIONS INC,19,19,19,19,19,19,19,19,0,0,19,19,19,19,19,19,19,19,0,0,19,19
SL PARTES Y EQUIPOS S.A.S.,40,40,40,40,40,40,40,40,0,0,40,40,40,40,40,40,40,40,0,0,40,40
SMART DOGGY S A S,7,7,7,7,7,7,7,7,0,0,7,0,7,7,7,7,7,7,0,0,7,7
SOBERANA SAS,14,14,14,14,14,14,14,14,0,0,14,14,14,14,14,14,14,14,0,0,14,14
SOC. DE COM. INT. AGRICOLAS UNIDAS  S.A,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
SOCIEDAD COMERCIAL LA BUGUE?A S.A.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
SOCIEDAD DE CI GIRDLE &  LINGERIE SAS,29205,29205,29205,29205,29205,29205,29205,29205,0,0,29205,29205,29205,29205,29205,29205,29205,29205,0,0,29205,29205
SOCIEDAD DISTRIAPICOLA SAS,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
SOCODA SAS,41,41,41,41,41,41,41,41,0,0,41,41,41,41,41,41,41,41,0,0,41,41
SOFA MARKET S.A.S.,85,85,85,85,85,85,85,85,0,0,85,85,85,85,85,85,85,85,0,0,85,85
SOFTLINE INTERNACIONAL DE COLOMBIA SAS,22,22,22,22,22,22,22,22,0,0,22,22,22,22,22,22,22,22,0,0,22,22
SOFTWAREONE COLOMBIA S.A.S,48,48,48,48,48,48,48,48,0,0,48,48,48,48,48,48,48,48,0,0,48,48
SOGNO LABS S.A.S,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
SOL Y DEPORTE COMPAIA LTDA,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
SOL. INTEGRALES AMBIENTALES & EMPRES SAS,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
SOLINFRACOL SAS,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
SOLLA,28,28,28,28,28,28,28,28,0,0,24,22,28,28,28,28,28,28,0,0,28,28
SOLLA S.A.,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
SOLOMOFLEX S.A.S.,28,28,28,28,28,28,28,28,0,0,28,28,28,28,28,28,28,28,0,0,28,28
SOLU EN PLOMERIA B.G. & R. M E HIJOS SAS,6,6,6,6,6,6,6,6,0,0,6,6,6,6,6,6,6,6,0,0,6,6
SOLUCAR S.A.S,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
SOLUCIONES ACTIVAS SA,138,138,138,138,138,138,138,138,0,0,138,138,138,138,138,138,138,138,0,0,138,138
SOLUCIONES DE IMPRESION CORPORATIVA SAS,32,32,32,32,32,32,32,32,0,0,32,32,32,32,32,32,32,32,0,0,32,32
SOLUCIONES DE INDUSTRIA Y COMERCIO SAS,12,12,12,12,12,12,12,12,0,0,12,12,12,12,12,12,12,12,0,0,12,12
SOLUCIONES EN FERRETERIA Y BRICOLAJE SAS,22,22,22,22,22,22,22,22,0,0,22,22,22,22,22,22,22,22,0,0,22,22
SOLUCIONES INMOBILIARIAS ABACUS,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
SOLUCIONES LOGISTICAS TECNICAS S.A.S.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
SOLUCIONES PARA EMPAQUES S.A.S.,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
SOLUCIONES PORTUARIAS MULTIMODAL SAS,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
SOLUTIONS 2 GO COLOMBIA LLC SUCU COLOMBI,438,438,438,438,438,438,438,438,0,0,438,438,438,438,438,438,438,438,0,0,438,438
SOLUTIONS 2 GO LATAM INC.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
SONIA PATRICIA CHAMORRO MONTENEGRO,9,9,9,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,0,0,9,9
SONY MOBILE COMMUNICATIONS AB,17,17,17,17,17,17,17,17,0,0,17,17,17,17,17,17,17,17,0,0,17,17
SOS MOTOS TECNICENTRO SAS,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
SOSKIN,2,2,2,2,2,2,2,2,0,0,2,0,2,2,2,2,2,2,0,0,2,2
SOYOUNG TEXTILE CO,21,21,21,21,21,21,21,21,0,0,21,21,21,21,21,21,21,21,0,0,21,21
SPARCOL CHEMICALS & LIFE S.A.S.,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
SPECTRUM BRANDS COLOMBIA SA,249,249,249,249,249,249,249,249,0,0,249,249,249,249,249,249,249,249,0,0,249,249
SPECTRUM BRANDS CORP S A S,18,18,18,18,18,18,18,18,0,0,18,8,18,18,18,18,18,18,0,0,13,18
SPLENDOR PUBLIDAD SA,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
STAR COMPUTER GROUP,115,115,115,115,115,115,115,115,0,0,115,115,115,115,115,115,115,115,0,0,115,115
STARWEAR INTERNATIONAL SA,314,314,314,314,314,314,314,314,0,0,314,314,314,314,314,314,314,314,0,0,314,314
SUCESORES DE JOSE JESUS RESTREP Y CIA SA,592,592,592,592,592,592,592,592,0,0,592,592,592,592,592,592,592,592,0,0,592,592
SULICOR S.A.S,96,96,96,96,96,96,96,96,0,0,96,96,96,96,96,96,96,96,0,0,96,96
SUMATEC S.A.,57,57,57,57,57,57,57,57,0,0,57,57,57,57,57,57,57,57,0,0,57,57
SUMEC TEXTILE& LIGHT INDUSTRY CO LTD,7,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,0,0,7,7
SUMINISTROS DE COLOMBIA SAS,55,55,55,55,55,55,55,55,0,0,55,55,55,55,55,55,55,55,0,0,55,55
SUMINISTROS INTEGRALES SAS,40,40,40,40,40,40,40,40,0,0,40,40,40,40,40,40,40,40,0,0,40,40
SUMITOMO RUBBER LATIN AMERICA LIMITADA,259,259,259,259,259,259,259,259,0,0,259,259,259,259,259,259,259,259,0,0,259,259
SUNSTAR AMERICAS INC,6,6,6,6,6,6,6,6,0,0,6,6,6,6,6,6,6,6,0,0,6,6
SUPERIOR INDUSTRIAL Y COMERCIAL S.A.S,56,56,56,56,56,56,56,56,0,0,56,56,56,56,56,56,56,56,0,0,56,56
SUPERTIENDAS CANAVERAL GRANOS,6,6,6,6,6,6,6,6,0,0,6,0,6,6,6,6,6,6,0,0,6,6
SUPLIMOS SAS,7,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,0,0,7,7
SUR ANDINA DE SERVICIOS SAS,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
SURTIGLOBAL SAS,11,11,11,11,11,11,11,11,0,0,11,11,11,11,11,11,11,11,0,0,11,11
SURTIRETENES Y RODAMIENTOS LTDA,32,32,32,32,32,32,32,32,0,0,32,32,32,32,32,32,32,32,0,0,32,32
SUSHITEX INDUSTRIES PVT LTD,6,6,6,6,6,6,6,6,0,0,6,6,6,6,6,6,6,6,0,0,6,6
"SUZHOU SHENGHONG FIBER CO., LTD",1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
SV Ingenieria Limitada,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
SWEETWELL COSTA RICA LIMITADA,40,40,40,40,40,40,40,40,0,0,40,40,40,40,40,40,40,40,0,0,40,40
Saafartex S.A,390,390,390,390,390,390,390,390,0,0,390,390,390,390,390,390,390,390,0,0,390,390
Sabajon Apolo S.A.,11,11,11,11,11,11,11,11,0,0,11,11,11,11,11,11,11,11,0,0,11,11
Sabogal Sabogal y Cia. Ltda.,10,10,10,10,10,10,10,10,0,0,10,10,10,10,10,10,10,10,0,0,10,10
Saenz y Cia S.A. en ejecucion Restructur,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
Safe Colombiana S. A.en reestructuracin,103,103,103,103,103,103,103,103,0,0,103,103,103,103,103,103,103,103,0,0,103,103
Salazar Norea Juan Fernando,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Salazar Salazar Luis Fernando,10,10,10,10,10,10,10,10,0,0,10,10,10,10,10,10,10,10,0,0,10,10
Saldarriaga Mauricio,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Salgado Mesa Conrado Hernan,77,77,77,77,77,77,77,77,0,0,77,77,77,77,77,77,77,77,0,0,77,77
Salica del Ecuador S.A,47,47,47,47,47,47,47,47,0,0,47,47,47,47,47,47,47,47,0,0,47,47
Salud Ocup y Medicinas Alternativas SAS,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Salud Ocupacional Sanitas S.A.S.,19,19,19,19,19,19,19,19,0,0,19,19,19,19,19,19,19,19,0,0,19,19
Sam-Min Colombia SAS.,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
Samper de Saenz Charlotte Eleanor,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Samsung Electronics Colombia S.A.,3121,3121,3121,3121,3121,3121,3121,3121,0,0,3121,3121,3121,3121,3121,3121,3121,3121,0,0,3121,3121
San Marcos  S.A.,7,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,0,0,7,7
Sanchez Luis Francisco,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Sanchez Parra Diana Marcela,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
Sandex S.A.,162,162,162,162,162,162,162,162,0,0,162,162,162,162,162,162,162,162,0,0,162,162
Saneam. Integral para el Medio Ambie SAS,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Sanofi - Synthelabo de Colombia S.A.,6,6,6,6,6,6,6,6,0,0,6,6,6,6,6,6,6,6,0,0,6,6
Santa Anita Napoles S.A.,23,23,23,23,23,23,23,23,0,0,23,23,23,23,23,23,23,23,0,0,23,23
Santa Clara,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1
Santa Reyes S.A.S.,33,33,33,33,33,33,33,33,0,0,33,33,33,33,33,33,33,33,0,0,33,33
Santos Andira Industria de Moveis LTDA.,19,19,19,19,19,19,19,19,0,0,19,19,19,19,19,19,19,19,0,0,19,19
Sanyang Motor Co Ltd,702,702,702,702,702,702,702,702,0,0,702,702,702,702,702,702,702,702,0,0,702,702
